Reference_Year,LGA,WRRG,landFill,recyclingTotal,recyclingProcessed,gardenTotal,gardenProcessed,wasteTotal,wasteProcessed,Estimated_Adult_Population
2015-2016,Knox,Metropolitan ,28671,16482,13835,17744,17744,62897,31579,124376
2015-2016,Latrobe,Gippsland ,15115,5593,5593,8038,8038,28746,13631,56847
2015-2016,Loddon,Loddon Mallee ,2983,669.84,669.84,0,0,3652.84,669.84,5862
2015-2016,Macedon Ranges,Loddon Mallee ,8782,3876.1001,3876.1001,2556.7,2244.5,15214.8001,6120.6001,35033
2015-2016,Manningham,Metropolitan ,21686.9805,12155.3398,12155.3398,13698.0896,13698.0896,47540.4099,25853.4294,97614
2015-2016,Mansfield,North East ,2437.53,1259.89,1259.89,0,0,3697.42,1259.89,6393
2015-2016,Maribyrnong,Metropolitan ,18556,7020.3901,7020.3901,2097,2097,27673.3901,9117.3901,68700
2015-2016,Maroondah,Metropolitan ,20700,11716,10138,12544,12544,44960,22682,89259
2015-2016,Melbourne,Metropolitan ,21051.8594,9035.71,8105.0298,51.88,51.88,30139.4494,8156.9098,122123
2015-2016,Melton,Metropolitan ,25076.2598,11775.21,11775.21,9762.96,7445.77,46614.4298,19220.98,99945
2015-2016,Mildura,Loddon Mallee ,11290.6201,5430.3599,5213.4502,0,0,16720.98,5213.4502,40516
2015-2016,Mitchell,Goulburn Valley ,7667.52,3940.7,3941,0,0,11608.22,3941,29805
2015-2016,Moira,Goulburn Valley ,4513,3096,3096,3070,3057,10679,6153,22536
2015-2016,Monash,Metropolitan ,32389,14998.6201,14998.6201,17882,17882,65269.6201,32880.6201,154009
2015-2016,Moonee Valley,Metropolitan ,24169,11304,11304,7501,7501,42974,18805,97328
2015-2016,Moorabool,Grampians Central West ,5972.9502,3138.1399,2938.1399,0,0,9111.0901,2938.1399,24375
2015-2016,Moreland,Metropolitan ,30425,16419,13574,8598,8598,55442,22172,139247
2015-2016,Mornington Peninsula,Metropolitan ,30692.4199,22674,22674,8360.7402,8360.7402,61727.1601,31034.7402,123084
2015-2016,Mount Alexander,Loddon Mallee ,3131.4199,1363.01,1363.01,0,0,4494.4299,1363.01,14887
2015-2016,Moyne,Barwon South West ,1957,1239,1239,1545,1545,4741,2784,12385
2015-2016,Murrindindi,Goulburn Valley ,2471.8301,1359.88,1359.88,0,0,3831.7101,1359.88,11105
2015-2016,Nillumbik,Metropolitan ,6423.52,7486,7486,7013,7013,20922.52,14499,48205
2015-2016,Northern Grampians,Grampians Central West ,2385,1292,1292,0,0,3677,1292,9157
2015-2016,Port Phillip,Metropolitan ,21458,11106,9784,0,0,32564,9784,94569
2015-2016,Pyrenees,Grampians Central West ,1823,380,330,90,90,2293,420,5573
2015-2016,Queenscliffe,Barwon South West ,1116,450.43,450.43,511,511,2077.43,961.43,2521
2015-2016,South Gippsland,Gippsland ,3900,2228,2050,1700,1700,7828,3750,21678
2015-2016,Southern Grampians,Barwon South West ,2127,1612,1612,310,310,4049,1922,12196
2015-2016,Stonnington,Metropolitan ,24377,10150,10150,3238,3238,37765,13388,93307
2015-2016,Strathbogie,Goulburn Valley ,971,1029.13,961.23,1057,999,3057.13,1960.23,8074
2015-2016,Surf Coast,Barwon South West ,6290,4538.98,4538.98,2918,2918,13746.98,7456.98,22067
2015-2016,Swan Hill,Loddon Mallee ,3959,1928,1659,267,267,6154,1926,15576
2015-2016,Towong,North East ,1726,823,823,0,0,2549,823,4556
2015-2016,Wangaratta,North East ,5088,3111,3111,3255,3181,11454,6292,21049
2015-2016,Warrnambool,Barwon South West ,6273,3895,3895,0,0,10168,3895,26140
2015-2016,Wellington,Gippsland ,7264,4855,4434.1001,0,0,12119,4434.1001,32482
2015-2016,West Wimmera,Grampians Central West ,883,195.72,190.72,0,0,1078.72,190.72,3026
2015-2016,Whitehorse,Metropolitan ,28773,17296,16156,11615,11615,57684,27771,134641
2015-2016,Whittlesea,Metropolitan ,35167,16614,14570,11590,11590,63371,26160,152365
2015-2016,Wodonga,North East ,4458.1602,3957.5901,3553.9099,7297,7209.4302,15712.7503,10763.3401,29452
2015-2016,Wyndham,Metropolitan ,43899,18716,18716,6518,6518,69133,25234,156745
2015-2016,Yarra,Metropolitan ,15777,9346.6104,8596.0801,332,332,25455.6104,8928.0801,78970
2015-2016,Yarra Ranges,Metropolitan ,29943,17414,16265,9651,9651,57008,25916,116844
2015-2016,Yarriambiack,Grampians Central West ,1768,595,582,0,0,2363,582,5309
2016-2017,Alpine,North East ,1650,1519.16,1519.16,89,89,3258.16,1608.16,
2016-2017,Ararat,Grampians Central West ,2812,871.7,871.7,0,0,3683.7,871.7,
2016-2017,Ballarat,Grampians Central West ,20035,10549.46,8861.5469,9380,9380,39964.46,18241.5469,
2016-2017,Banyule,Metropolitan ,20055,12028,11178,11062,11062,43145,22240,
2016-2017,Bass Coast,Gippsland ,8708.0703,4580.6201,4305.7798,0,0,13288.6904,4305.7798,
2016-2017,Baw Baw,Gippsland ,8934,4704.8501,4337.8901,5404,5349.96,19042.8501,9687.8501,
2016-2017,Bayside,Metropolitan ,20370,11144,11144,9974,9974,41488,21118,
2016-2017,Benalla,North East ,1927.28,1787.53,1787.53,1551.6,1551.6,5266.41,3339.13,
2016-2017,Boroondara,Metropolitan ,39756,19480.9492,16832,16578,16578,75814.9492,33410,
2016-2017,Brimbank,Metropolitan ,43242,16362,14120,12567,12567,72171,26687,
2016-2017,Buloke,Loddon Mallee ,2657,816,816,0,0,3473,816,
2016-2017,Campaspe,Goulburn Valley ,8286,4073,4073,2240,2240,14599,6313,
2016-2017,Cardinia,Metropolitan ,18666,9667,9667,7005,7005,35338,16672,
2016-2017,Casey,Metropolitan ,56512.4805,27547.7305,27547.7305,34632.5189,34632.5189,118692.7299,62180.2494,
2016-2017,Central Goldfields,Grampians Central West ,2370,1375.1,1306.3,404,404,4149.1,1710.3,
2016-2017,Colac-Otway,Barwon South West ,5222.98,2206.72,2206.72,2462,2462,9891.7,4668.72,
2016-2017,Corangamite,Barwon South West ,1889,1393.98,1095.09,1979,1979,5261.98,3074.09,
2016-2017,Darebin,Metropolitan ,27495,14072,12158.2002,11300,11300,52867,23458.2002,
2016-2017,East Gippsland,Gippsland ,8190.52,4174.46,4048.76,4343.6001,4343.6001,16708.5801,8392.3601,
2016-2017,Frankston,Metropolitan ,25354,15393.9102,14724.2695,14226,14226,54973.9102,28950.2695,
2016-2017,Gannawarra,Loddon Mallee ,2370,1192,1192,365,600,3927,1792,
2016-2017,Glen Eira,Metropolitan ,30706,13225,13225,12381,12381,56312,25606,
2016-2017,Glenelg,Barwon South West ,3020,1686,1364,0,0,4706,1364,
2016-2017,Golden Plains,Grampians Central West ,4314,2955,2955,0,0,7269,2955,
2016-2017,Greater Bendigo,Loddon Mallee ,24100,10550,7839,9158,9158,43808,16997,
2016-2017,Greater Dandenong,Metropolitan ,29097.4395,12456.2998,10777.21,13872.9102,13872.9102,55426.6495,24650.1202,
2016-2017,Greater Geelong,Barwon South West ,47211,27392,27392,33982,33982,108585,61374,
2016-2017,Greater Shepparton,Goulburn Valley ,14500,7622,7322,7600,7600,29722,14922,
2016-2017,Hepburn,Grampians Central West ,3688,1485,1109,0,0,5173,1109,
2016-2017,Hindmarsh,Grampians Central West ,1658,403.15,330.57,0,0,2061.15,330.57,
2016-2017,Hobsons Bay,Metropolitan ,19330,9486.1602,9111,8184,8184,37000.1602,17295,
2016-2017,Horsham,Grampians Central West ,5877,1872,1872,0,0,7749,1872,
2016-2017,Hume,Metropolitan ,48640,14724,14123.1504,5688,5688,69052,19811.1504,
2016-2017,Indigo,North East ,2113,1841,1841,2288,2288,6242,4129,
2016-2017,Kingston,Metropolitan ,30635,15257,14189,14986,14836,60878,29025,
2016-2017,Knox,Metropolitan ,28782,16128,13515,20033,20033,64943,33548,
2016-2017,Latrobe,Gippsland ,15118,6020,5298,9626,9626,30764,14924,
2016-2017,Loddon,Loddon Mallee ,2672,654.16,654.16,0,0,3326.16,654.16,
2016-2017,Macedon Ranges,Loddon Mallee ,9180,4251,4251,3275,3182.5,16706,7433.5,
2016-2017,Manningham,Metropolitan ,20946.0195,11362.3398,11362.3398,15763.95,15763.95,48072.3093,27126.2898,
2016-2017,Mansfield,North East ,2418,1277.11,1221,0,0,3695.11,1221,
2016-2017,Maribyrnong,Metropolitan ,17602,7528,7039,2097,2097,27227,9136,
2016-2017,Maroondah,Metropolitan ,20728,11576,10409,13695,13695,45999,24104,
2016-2017,Melbourne,Metropolitan ,25923.5996,9532.5303,9046.3701,88.72,88.72,35544.8499,9135.0901,
2016-2017,Melton,Metropolitan ,28521.6309,12038.5,12038.5,12406.1201,12406.1201,52966.251,24444.6201,
2016-2017,Mildura,Loddon Mallee ,11584.3398,5479.5298,5347.7402,0,0,17063.8696,5347.7402,
2016-2017,Mitchell,Goulburn Valley ,7951.3799,3709.52,3464.6799,0,0,11660.8999,3464.6799,
2016-2017,Moira,Goulburn Valley ,4593,2890,2890,2762,2762,10245,5652,
2016-2017,Monash,Metropolitan ,32382,15671,15671,20333,20333,68386,36004,
2016-2017,Moonee Valley,Metropolitan ,24457,10784,10784,8582.16,8582.16,43823.16,19366.16,
2016-2017,Moorabool,Grampians Central West ,5758.9399,3177.74,2963.51,194.4,194.4,9131.0799,3157.91,
2016-2017,Moreland,Metropolitan ,30559,16545,13679,10011,10011,57115,23690,
2016-2017,Mornington Peninsula,Metropolitan ,31394,23154.7207,23154.7207,9575,9575,64123.7207,32729.7207,
2016-2017,Mount Alexander,Loddon Mallee ,3101.55,1653.42,1653.42,0,0,4754.97,1653.42,
2016-2017,Moyne,Barwon South West ,1985.62,1267.88,1267.88,1714.84,1714.84,4968.34,2982.72,
2016-2017,Murrindindi,Goulburn Valley ,2638,1376.17,1285.34,0,0,4014.17,1285.34,
2016-2017,Nillumbik,Metropolitan ,7473,6688.6001,6688.6001,7838,7838,21999.6001,14526.6001,
2016-2017,Northern Grampians,Grampians Central West ,2607.0701,1292,1292,0,0,3899.0701,1292,
2016-2017,Port Phillip,Metropolitan ,21556,10586,9675,0,0,32142,9675,
2016-2017,Pyrenees,Grampians Central West ,1890,552.26,552.26,143,143,2585.26,695.26,
2016-2017,Queenscliffe,Barwon South West ,1032,555,555,642,642,2229,1197,
2016-2017,South Gippsland,Gippsland ,3963,2193,2018,1990,1990,8146,4008,
2016-2017,Southern Grampians,Barwon South West ,2484,1291,1291,463,463,4238,1754,
2016-2017,Stonnington,Metropolitan ,22275,9715,9302,3377,3377,35367,12679,
2016-2017,Strathbogie,Goulburn Valley ,1002,1055,989,1315,1272,3372,2261,
2016-2017,Surf Coast,Barwon South West ,6526,4519,4519,3378,3378,14423,7897,
2016-2017,Swan Hill,Loddon Mallee ,4065,1996.21,1756.66,306,306,6367.21,2062.66,
2016-2017,Towong,North East ,1734,823,823,0,0,2557,823,
2016-2017,Wangaratta,North East ,4783,3515,3141,3970,3880,12268,7021,
2016-2017,Warrnambool,Barwon South West ,5877,3616,3616,0,0,9493,3616,
2016-2017,Wellington,Gippsland ,7093,5185,4734.9502,0,0,12278,4734.9502,
2016-2017,West Wimmera,Grampians Central West ,902,202,196,0,0,1104,196,
2016-2017,Whitehorse,Metropolitan ,28565,17570,15955,13251,13251,59386,29206,
2016-2017,Whittlesea,Metropolitan ,35194,15925,13475,14065,14065,65184,27540,
2016-2017,Wodonga,North East ,4584,4080,3740,7960,7880,16624,11620,
2016-2017,Wyndham,Metropolitan ,45511,20993.75,18356,8491,8491,74995.75,26847,
2016-2017,Yarra,Metropolitan ,15678,9350,8777,442,442,25470,9219,
2016-2017,Yarra Ranges,Metropolitan ,30400,17239,16101,11383,11383,59022,27484,
2016-2017,Yarriambiack,Grampians Central West ,1819,557,545,0,0,2376,545,
2017-2018,Alpine,North East ,1722,1708.6801,1542.01,93,93,3523.6801,1635.01,
2017-2018,Ararat,Grampians Central West ,2707,895.93,837.69,0,0,3602.93,837.69,
2017-2018,Ballarat,Grampians Central West ,20414.2793,10008.8604,8647.6104,8707.3096,8707.3096,39130.4493,17354.92,
2017-2018,Banyule,Metropolitan ,21349,12881,12202,9977,9977,44207,22179,
2017-2018,Bass Coast,Gippsland ,4889,4820,4531,7681,7681,17390,12212,
2017-2018,Baw Baw,Gippsland ,9256.1797,4777.3999,4404.7798,5468.3301,5468.3301,19501.9097,9873.1099,
2017-2018,Bayside,Metropolitan ,20957,10931,9549.9102,10401,10401,42289,19950.9102,
2017-2018,Benalla,North East ,2073,1707.35,1618.41,1551,1551,5331.35,3169.41,
2017-2018,Boroondara,Metropolitan ,35732,17796,15376,16672.99,16672.99,70200.99,32048.99,
2017-2018,Brimbank,Metropolitan ,42742,16094,13875,11550,11550,70386,25425,
2017-2018,Buloke,Loddon Mallee ,2185,830,784,0,0,3015,784,
2017-2018,Campaspe,Goulburn Valley ,7893,3942,3393,1798,1798,13633,5191,
2017-2018,Cardinia,Metropolitan ,18842.8008,10047.6797,8942.4297,7080.2798,7080.2798,35970.7603,16022.7095,
2017-2018,Casey,Metropolitan ,58557.2188,27850.6309,24867.8301,32954.4502,32954.4502,119362.2999,57822.2803,
2017-2018,Central Goldfields,Grampians Central West ,2280,1308.9,1243.5,389.95,389.95,3978.85,1633.45,
2017-2018,Colac-Otway,Barwon South West ,5443.9502,2299,2145.1201,2694.6101,2694.6101,10437.5603,4839.7302,
2017-2018,Corangamite,Barwon South West ,1776,1478,1333.89,1772,1772,5026,3105.89,
2017-2018,Darebin,Metropolitan ,26133,14570.9697,13304.75,10710,10710,51413.9697,24014.75,
2017-2018,East Gippsland,Gippsland ,8012.9102,4392.8398,4217.1299,3901.8201,3901.8201,16307.5701,8118.95,
2017-2018,Frankston,Metropolitan ,25253,15172.54,14512.5303,13630,13630,54055.54,28142.5303,
2017-2018,Gannawarra,Loddon Mallee ,2313,1218.29,1087.8101,600,418,4131.29,1505.8101,
2017-2018,Glen Eira,Metropolitan ,29979,12764,11396.9805,11501.82,11501.82,54244.82,22898.8005,
2017-2018,Glenelg,Barwon South West ,3352,1268.46,929.02,0,0,4620.46,929.02,
2017-2018,Golden Plains,Grampians Central West ,4270,2915,2538.3999,0,0,7185,2538.3999,
2017-2018,Greater Bendigo,Loddon Mallee ,23036,11998.7998,10242,10119,10119,45153.7998,20361,
2017-2018,Greater Dandenong,Metropolitan ,29799.1406,12518.7402,10803.1504,12693.6104,12693.6104,55011.4912,23496.7608,
2017-2018,Greater Geelong,Barwon South West ,48324,27273.1602,25009.5,32352,32352,107949.1602,57361.5,
2017-2018,Greater Shepparton,Goulburn Valley ,13499.8096,6588.4302,5882.8101,6697.5898,6697.5898,26785.8296,12580.3999,
2017-2018,Hepburn,Grampians Central West ,3826,1654,1477,0,0,5480,1477,
2017-2018,Hindmarsh,Grampians Central West ,1097,592.78,486.06,0,0,1689.78,486.06,
2017-2018,Hobsons Bay,Metropolitan ,19272,9175.9502,8806.96,7411,7411,35858.9502,16217.96,
2017-2018,Horsham,Grampians Central West ,5706.8999,1756.17,1568,0,0,7463.0699,1568,
2017-2018,Hume,Metropolitan ,46344,17185,15307,7869,7869,71398,23176,
2017-2018,Indigo,North East ,2307.1001,1966.86,1792.96,2231.78,2231.78,6505.7401,4024.74,
2017-2018,Kingston,Metropolitan ,28789,15200,13572,14816,14813,58805,28385,
2017-2018,Knox,Metropolitan ,28508,15468,12374,18277,18277,62253,30651,
2017-2018,Latrobe,Gippsland ,15045.2803,6157,5382,9157,9157,30359.2803,14539,
2017-2018,Loddon,Loddon Mallee ,2841,658.74,588,0,0,3499.74,588,
2017-2018,Macedon Ranges,Loddon Mallee ,8983.2002,4420,3947,3033,3033,16436.2002,6980,
2017-2018,Manningham,Metropolitan ,20535.4805,12013.7998,11280.5498,15094.7203,15094.7203,47644.0006,26375.2701,
2017-2018,Mansfield,North East ,2404.1001,1295.58,1251.87,0,0,3699.6801,1251.87,
2017-2018,Maribyrnong,Metropolitan ,19300,7428,6938,2289,2289,29017,9227,
2017-2018,Maroondah,Metropolitan ,20327,11225,9780,12710,12710,44262,22490,
2017-2018,Melbourne,Metropolitan ,29316.3594,10719,9646,124.36,124.36,40159.7194,9770.36,
2017-2018,Melton,Metropolitan ,27200,12100,10722,9800,9800,49100,20522,
2017-2018,Mildura,Loddon Mallee ,11517.0596,5482.5098,5136.8999,0,0,16999.5694,5136.8999,
2017-2018,Mitchell,Goulburn Valley ,8181,4074.51,3805.6001,0,0,12255.51,3805.6001,
2017-2018,Moira,Goulburn Valley ,4496,2747,2453,2747,2739,9990,5192,
2017-2018,Monash,Metropolitan ,32486,14597,14159,19030,19030,66113,33189,
2017-2018,Moonee Valley,Metropolitan ,24950.0898,10691.4697,9237.4297,7347.2998,7347.2998,42988.8593,16584.7295,
2017-2018,Moorabool,Grampians Central West ,5935.6802,3232.73,3019.3701,760,760,9928.4102,3779.3701,
2017-2018,Moreland,Metropolitan ,30393,16214,13932,8863,8863,55470,22795,
2017-2018,Mornington Peninsula,Metropolitan ,31776.0996,22965.8398,20506,12321,12321,67062.9394,32827,
2017-2018,Mount Alexander,Loddon Mallee ,3118.0801,1756.8101,1569,0,0,4874.8902,1569,
2017-2018,Moyne,Barwon South West ,2003.46,1376.66,1229,1875.0601,1875.0601,5255.1801,3104.0601,
2017-2018,Murrindindi,Goulburn Valley ,2666.75,1431.14,1336.6801,0,0,4097.89,1336.6801,
2017-2018,Nillumbik,Metropolitan ,7786,6852,5991.48,6788,6788,21426,12779.48,
2017-2018,Northern Grampians,Grampians Central West ,2477.6201,1232,1100,0,0,3709.6201,1100,
2017-2018,Port Phillip,Metropolitan ,21014,9756,8628.2002,0,0,30770,8628.2002,
2017-2018,Pyrenees,Grampians Central West ,1049.4,558.87,499,0,0,1608.27,499,
2017-2018,Queenscliffe,Barwon South West ,997,565,504.5,652,652,2214,1156.5,
2017-2018,South Gippsland,Gippsland ,4122.3999,2214.5901,2037.5,2061,2061,8397.99,4098.5,
2017-2018,Southern Grampians,Barwon South West ,2510,1440.8,1354.5,550,550,4500.8,1904.5,
2017-2018,Stonnington,Metropolitan ,22095,9315,8296,3495,3495,34905,11791,
2017-2018,Strathbogie,Goulburn Valley ,997,1029,969,1269,1222,3295,2191,
2017-2018,Surf Coast,Barwon South West ,6576,4847,4551.5,3500,3500,14923,8051.5,
2017-2018,Swan Hill,Loddon Mallee ,5103,1607.39,1414.55,326.8,326.8,7037.19,1741.35,
2017-2018,Towong,North East ,1850,778,695,0,0,2628,695,
2017-2018,Wangaratta,North East ,4700.6201,2946.54,2378.49,3732.1399,3732.1399,11379.3,6110.6299,
2017-2018,Warrnambool,Barwon South West ,6418,3712,3229.4399,193,190,10323,3419.4399,
2017-2018,Wellington,Gippsland ,7013,3541.1001,3233.73,0,0,10554.1001,3233.73,
2017-2018,West Wimmera,Grampians Central West ,881.6,204.5,182.5,0,0,1086.1,182.5,
2017-2018,Whitehorse,Metropolitan ,28223,15856.54,14810.0098,12711,12711,56790.54,27521.0098,
2017-2018,Whittlesea,Metropolitan ,45489,13488,10618,13064,13064,72041,23682,
2017-2018,Wodonga,North East ,4708,3856,3482,7260,7260,15824,10742,
2017-2018,Wyndham,Metropolitan ,47200,18091.5801,16154.25,8129,8129,73420.5801,24283.25,
2017-2018,Yarra,Metropolitan ,15452,9150,8546,487,487,25089,9033,
2017-2018,Yarra Ranges,Metropolitan ,30154,17045,15920,11273,11273,58472,27193,
2017-2018,Yarriambiack,Grampians Central West ,1797,609,569.42,0,0,2406,569.42,
2018-2019,Alpine,North East ,2204,1693.23,1551,100,100,3997.23,1651,
2018-2019,Ararat,Grampians Central West ,2600.9199,911.45,624.99,0,0,3512.3699,624.99,
2018-2019,Ballarat,Grampians Central West ,19438.6602,9797,8229,8885.2197,8885.2197,38120.8799,17114.2197,
2018-2019,Banyule,Metropolitan ,20742,11729,10955,9064,9064,41535,20019,
2018-2019,Bass Coast,Gippsland ,4437,4921.5,4626.21,9383,9383,18741.5,14009.21,
2018-2019,Baw Baw,Gippsland ,9532.8203,4893.9399,4269.6201,5726.6401,5726.6401,20153.4003,9996.2602,
2018-2019,Bayside,Metropolitan ,20131.4004,10710,9521.2002,10295,10295,41136.4004,19816.2002,
2018-2019,Benalla,North East ,2036,1615.87,1408.17,1557.7,1557.7,5209.57,2965.87,
2018-2019,Boroondara,Metropolitan ,35798,21245.0996,19005.6602,15415.6,15415.6,72458.6996,34421.2602,
2018-2019,Brimbank,Metropolitan ,42742,16706,12805,11156,11156,70604,23961,
2018-2019,Buloke,Loddon Mallee ,2176,975,869,0,0,3151,869,
2018-2019,Campaspe,Goulburn Valley ,7576,3768,3245,1109,1109,12453,4354,
2018-2019,Cardinia,Metropolitan ,19852.4102,9458.5996,8521.2695,7255.54,7255.54,36566.5498,15776.8095,
2018-2019,Casey,Metropolitan ,61906,27111,25362.2793,32039,32039,121056,57401.2793,
2018-2019,Central Goldfields,Grampians Central West ,2289,1345.5,1278.2,378.74,378.74,4013.24,1656.94,
2018-2019,Colac-Otway,Barwon South West ,5164.9702,2245.8,2020.5,2557.51,2557.51,9968.2802,4578.01,
2018-2019,Corangamite,Barwon South West ,1785,1294.61,1168.4301,1759,1759,4838.61,2927.4301,
2018-2019,Darebin,Metropolitan ,25826,13388,12049,12343,12343,51557,24392,
2018-2019,East Gippsland,Gippsland ,6776,4108.48,3700,4000,4000,14884.48,7700,
2018-2019,Frankston,Metropolitan ,24796,14941.8301,14291.8604,13550,13550,53287.8301,27841.8604,
2018-2019,Gannawarra,Loddon Mallee ,2142,1110,1035,451,451,3703,1486,
2018-2019,Glen Eira,Metropolitan ,27933,12436,11114,11575.41,11575.41,51944.41,22689.41,
2018-2019,Glenelg,Barwon South West ,3473.0801,1777.15,1301.58,0,0,5250.2301,1301.58,
2018-2019,Golden Plains,Grampians Central West ,4416,2722,2370,0,0,7138,2370,
2018-2019,Greater Bendigo,Loddon Mallee ,22422,10355,8906,10348,10348,43125,19254,
2018-2019,Greater Dandenong,Metropolitan ,29222.2402,13193,11762,12346.46,12346.46,54761.7002,24108.46,
2018-2019,Greater Geelong,Barwon South West ,45000,27558.9004,25491.9805,36000,36000,108558.9004,61491.9805,
2018-2019,Greater Shepparton,Goulburn Valley ,13166.0098,7724.3999,6835.7798,7097.3398,7097.3398,27987.7495,13933.1196,
2018-2019,Hepburn,Grampians Central West ,4865,1549.5,1063.4301,0,0,6414.5,1063.4301,
2018-2019,Hindmarsh,Grampians Central West ,1544,551.05,451.86,0,0,2095.05,451.86,
2018-2019,Hobsons Bay,Metropolitan ,19565,8281.3701,7939.5898,6702,6702,34548.3701,14641.5898,
2018-2019,Horsham,Grampians Central West ,5489.8398,1560.52,1340.8,0,0,7050.3598,1340.8,
2018-2019,Hume,Metropolitan ,47386,15083,13280,7408,7408,69877,20688,
2018-2019,Indigo,North East ,2250.8201,1850,1707,2124,2124,6224.8201,3831,
2018-2019,Kingston,Metropolitan ,28765,14444.5996,12929,14074,14069,57283.5996,26998,
2018-2019,Knox,Metropolitan ,28032.4199,15033.6396,14041.6396,18089.8799,18089.8799,61155.9394,32131.5195,
2018-2019,Latrobe,Gippsland ,15027,6678,5275,7860,7860,29565,13135,
2018-2019,Loddon,Loddon Mallee ,2349,619,551,0,0,2968,551,
2018-2019,Macedon Ranges,Loddon Mallee ,9222.2998,4509.5,4211.5,2969,2969,16700.7998,7180.5,
2018-2019,Manningham,Metropolitan ,19648.5195,10512.7305,9835.2598,14045.34,14045.34,44206.59,23880.5998,
2018-2019,Mansfield,North East ,2325.48,1277.87,1100.72,0,0,3603.35,1100.72,
2018-2019,Maribyrnong,Metropolitan ,18705,7234.3799,6606.9502,1983,1983,27922.3799,8589.9502,
2018-2019,Maroondah,Metropolitan ,20123,11010,9790,12293,12293,43426,22083,
2018-2019,Melbourne,Metropolitan ,30182.6895,11509.8896,10128.7002,97.82,97.82,41790.3991,10226.5202,
2018-2019,Melton,Metropolitan ,30000,12200,10220,7000,7000,49200,17220,
2018-2019,Mildura,Loddon Mallee ,11792.4199,4951.04,4692.6001,0,0,16743.4599,4692.6001,
2018-2019,Mitchell,Goulburn Valley ,8252.4404,4058.22,3493.3401,0,0,12310.6604,3493.3401,
2018-2019,Moira,Goulburn Valley ,4503,2630,2340,2368,2362,9501,4702,
2018-2019,Monash,Metropolitan ,31697,14377.71,13371.2695,17667.96,17667.96,63742.67,31039.2295,
2018-2019,Moonee Valley,Metropolitan ,24081,9891,9239,6917.7798,6917.7798,40889.7798,16156.7798,
2018-2019,Moorabool,Grampians Central West ,6171.1899,3019.3301,2805.97,687.06,687.06,9877.58,3493.03,
2018-2019,Moreland,Metropolitan ,29571.1504,15412.2402,14395.0303,7770.6201,7770.6201,52754.0107,22165.6504,
2018-2019,Mornington Peninsula,Metropolitan ,31049.4102,18460.4609,15617.5498,13284.5,13284.5,62794.3711,28902.0498,
2018-2019,Mount Alexander,Loddon Mallee ,3097.1399,1682.01,1571.01,0,0,4779.1499,1571.01,
2018-2019,Moyne,Barwon South West ,2084.77,1425.4,1173.8,1937.5601,1937.5601,5447.7301,3111.3601,
2018-2019,Murrindindi,Goulburn Valley ,2629.8601,1359.66,1255.24,0,0,3989.5201,1255.24,
2018-2019,Nillumbik,Metropolitan ,8059,5438.2402,4698.52,6234,6234,19731.2402,10932.52,
2018-2019,Northern Grampians,Grampians Central West ,3500,1178.45,853.08,0,0,4678.45,853.08,
2018-2019,Port Phillip,Metropolitan ,20700,8529,7676,0,0,29229,7676,
2018-2019,Pyrenees,Grampians Central West ,1797,556,425.23,240,240,2593,665.23,
2018-2019,Queenscliffe,Barwon South West ,1049,472.5,460.1,612,612,2133.5,1072.1,
2018-2019,South Gippsland,Gippsland ,4224.5,2360.8999,2172.03,2233.2,2233.2,8818.5999,4405.23,
2018-2019,Southern Grampians,Barwon South West ,2374,1507.77,1408.26,505,505,4386.77,1913.26,
2018-2019,Stonnington,Metropolitan ,20650,7717,6893,3377,3377,31744,10270,
2018-2019,Strathbogie,Goulburn Valley ,1003.14,1066,1000,1263.1,1263.1,3332.24,2263.1,
2018-2019,Surf Coast,Barwon South West ,6489,4357.2002,3861.2,3051,3051,13897.2002,6912.2,
2018-2019,Swan Hill,Loddon Mallee ,3931.72,1911.6899,1609.65,336.86,336.86,6180.2699,1946.51,
2018-2019,Towong,North East ,1900,765,737.46,0,0,2665,737.46,
2018-2019,Wangaratta,North East ,4718.2798,2923.49,2488.8799,3738.46,3738.46,11380.2298,6227.3399,
2018-2019,Warrnambool,Barwon South West ,6059,3750,3199,1800,1800,11609,4999,
2018-2019,Wellington,Gippsland ,6897,3505,3243,0,0,10402,3243,
2018-2019,West Wimmera,Grampians Central West ,897.6,206.43,184.43,0,0,1104.03,184.43,
2018-2019,Whitehorse,Metropolitan ,27288,15334.2197,14322.1602,12458,12458,55080.2197,26780.1602,
2018-2019,Whittlesea,Metropolitan ,54408,15339,12483,11762,11762,81509,24245,
2018-2019,Wodonga,North East ,4770,3600.71,3298.74,6294,6244,14664.71,9542.74,
2018-2019,Wyndham,Metropolitan ,48477,18200,16999,7817,7817,74494,24816,
2018-2019,Yarra,Metropolitan ,14428,8070,7021,540,540,23038,7561,
2018-2019,Yarra Ranges,Metropolitan ,29308,16782,15677,11544,11544,57634,27221,
2018-2019,Yarriambiack,Grampians Central West ,1782,585,468,0,0,2367,468,
